group,variable,path
B14007,015E,estimate.total.enrolled_in_school.enrolled_in_grade_11
B14007,016E,estimate.total.enrolled_in_school.enrolled_in_grade_12
B14007,018E,estimate.total.enrolled_in_school.graduate_or_professional_school
B14007,019E,estimate.total.not_enrolled_in_school
B14007A,001E,estimate.total
B14007A,002E,estimate.total.enrolled_in_school
B14007A,004E,estimate.total.enrolled_in_school.enrolled_in_kindergarten
B14007A,005E,estimate.total.enrolled_in_school.enrolled_in_grade_1
B14007A,006E,estimate.total.enrolled_in_school.enrolled_in_grade_2
B14007A,007E,estimate.total.enrolled_in_school.enrolled_in_grade_3
B14007A,008E,estimate.total.enrolled_in_school.enrolled_in_grade_4
B14007A,009E,estimate.total.enrolled_in_school.enrolled_in_grade_5
B14007A,010E,estimate.total.enrolled_in_school.enrolled_in_grade_6
B14007A,011E,estimate.total.enrolled_in_school.enrolled_in_grade_7
B14007A,012E,estimate.total.enrolled_in_school.enrolled_in_grade_8
B14007A,013E,estimate.total.enrolled_in_school.enrolled_in_grade_9
B14007A,014E,estimate.total.enrolled_in_school.enrolled_in_grade_10
B14007A,015E,estimate.total.enrolled_in_school.enrolled_in_grade_11
B14007A,016E,estimate.total.enrolled_in_school.enrolled_in_grade_12
B14007A,018E,estimate.total.enrolled_in_school.graduate_or_professional_school
B14007A,019E,estimate.total.not_enrolled_in_school
B14007B,001E,estimate.total
B14007B,002E,estimate.total.enrolled_in_school
B14007B,004E,estimate.total.enrolled_in_school.enrolled_in_kindergarten
B14007B,005E,estimate.total.enrolled_in_school.enrolled_in_grade_1
B14007B,006E,estimate.total.enrolled_in_school.enrolled_in_grade_2
B14007B,007E,estimate.total.enrolled_in_school.enrolled_in_grade_3
B14007B,008E,estimate.total.enrolled_in_school.enrolled_in_grade_4
B14007B,009E,estimate.total.enrolled_in_school.enrolled_in_grade_5
B14007B,010E,estimate.total.enrolled_in_school.enrolled_in_grade_6
B14007B,011E,estimate.total.enrolled_in_school.enrolled_in_grade_7
B14007B,012E,estimate.total.enrolled_in_school.enrolled_in_grade_8
B14007B,013E,estimate.total.enrolled_in_school.enrolled_in_grade_9
B14007B,014E,estimate.total.enrolled_in_school.enrolled_in_grade_10
B14007B,015E,estimate.total.enrolled_in_school.enrolled_in_grade_11
B14007B,016E,estimate.total.enrolled_in_school.enrolled_in_grade_12
B14007B,018E,estimate.total.enrolled_in_school.graduate_or_professional_school
B14007B,019E,estimate.total.not_enrolled_in_school
B14007C,001E,estimate.total
B14007C,002E,estimate.total.enrolled_in_school
B14007C,004E,estimate.total.enrolled_in_school.enrolled_in_kindergarten
B14007C,005E,estimate.total.enrolled_in_school.enrolled_in_grade_1
B14007C,006E,estimate.total.enrolled_in_school.enrolled_in_grade_2
B14007C,007E,estimate.total.enrolled_in_school.enrolled_in_grade_3
B14007C,008E,estimate.total.enrolled_in_school.enrolled_in_grade_4
B14007C,009E,estimate.total.enrolled_in_school.enrolled_in_grade_5
B14007C,010E,estimate.total.enrolled_in_school.enrolled_in_grade_6
B14007C,011E,estimate.total.enrolled_in_school.enrolled_in_grade_7
B14007C,012E,estimate.total.enrolled_in_school.enrolled_in_grade_8
B14007C,013E,estimate.total.enrolled_in_school.enrolled_in_grade_9
B14007C,014E,estimate.total.enrolled_in_school.enrolled_in_grade_10
B14007C,015E,estimate.total.enrolled_in_school.enrolled_in_grade_11
B14007C,016E,estimate.total.enrolled_in_school.enrolled_in_grade_12
B14007C,018E,estimate.total.enrolled_in_school.graduate_or_professional_school
B14007C,019E,estimate.total.not_enrolled_in_school
B14007D,001E,estimate.total
B14007D,002E,estimate.total.enrolled_in_school
B14007D,004E,estimate.total.enrolled_in_school.enrolled_in_kindergarten
B14007D,005E,estimate.total.enrolled_in_school.enrolled_in_grade_1
B14007D,006E,estimate.total.enrolled_in_school.enrolled_in_grade_2
B14007D,007E,estimate.total.enrolled_in_school.enrolled_in_grade_3
B14007D,008E,estimate.total.enrolled_in_school.enrolled_in_grade_4
B14007D,009E,estimate.total.enrolled_in_school.enrolled_in_grade_5
B14007D,010E,estimate.total.enrolled_in_school.enrolled_in_grade_6
B14007D,011E,estimate.total.enrolled_in_school.enrolled_in_grade_7
B14007D,012E,estimate.total.enrolled_in_school.enrolled_in_grade_8
B14007D,013E,estimate.total.enrolled_in_school.enrolled_in_grade_9
B14007D,014E,estimate.total.enrolled_in_school.enrolled_in_grade_10
B14007D,015E,estimate.total.enrolled_in_school.enrolled_in_grade_11
B14007D,016E,estimate.total.enrolled_in_school.enrolled_in_grade_12
B14007D,018E,estimate.total.enrolled_in_school.graduate_or_professional_school
B14007D,019E,estimate.total.not_enrolled_in_school
B14007E,001E,estimate.total
B14007E,002E,estimate.total.enrolled_in_school
B14007E,004E,estimate.total.enrolled_in_school.enrolled_in_kindergarten
B14007E,005E,estimate.total.enrolled_in_school.enrolled_in_grade_1
B14007E,006E,estimate.total.enrolled_in_school.enrolled_in_grade_2
B14007E,007E,estimate.total.enrolled_in_school.enrolled_in_grade_3
B14007E,008E,estimate.total.enrolled_in_school.enrolled_in_grade_4
B14007E,009E,estimate.total.enrolled_in_school.enrolled_in_grade_5
B14007E,010E,estimate.total.enrolled_in_school.enrolled_in_grade_6
B14007E,011E,estimate.total.enrolled_in_school.enrolled_in_grade_7
B14007E,012E,estimate.total.enrolled_in_school.enrolled_in_grade_8
B14007E,013E,estimate.total.enrolled_in_school.enrolled_in_grade_9
B14007E,014E,estimate.total.enrolled_in_school.enrolled_in_grade_10
B14007E,015E,estimate.total.enrolled_in_school.enrolled_in_grade_11
B14007E,016E,estimate.total.enrolled_in_school.enrolled_in_grade_12
B14007E,018E,estimate.total.enrolled_in_school.graduate_or_professional_school
B14007E,019E,estimate.total.not_enrolled_in_school
B14007F,001E,estimate.total
B14007F,002E,estimate.total.enrolled_in_school
B14007F,004E,estimate.total.enrolled_in_school.enrolled_in_kindergarten
B14007F,005E,estimate.total.enrolled_in_school.enrolled_in_grade_1
B14007F,006E,estimate.total.enrolled_in_school.enrolled_in_grade_2
B14007F,007E,estimate.total.enrolled_in_school.enrolled_in_grade_3
B14007F,008E,estimate.total.enrolled_in_school.enrolled_in_grade_4
B14007F,009E,estimate.total.enrolled_in_school.enrolled_in_grade_5
B14007F,010E,estimate.total.enrolled_in_school.enrolled_in_grade_6
B14007F,011E,estimate.total.enrolled_in_school.enrolled_in_grade_7
B14007F,012E,estimate.total.enrolled_in_school.enrolled_in_grade_8
B14007F,013E,estimate.total.enrolled_in_school.enrolled_in_grade_9
B14007F,014E,estimate.total.enrolled_in_school.enrolled_in_grade_10
B14007F,015E,estimate.total.enrolled_in_school.enrolled_in_grade_11
B14007F,016E,estimate.total.enrolled_in_school.enrolled_in_grade_12
B14007F,018E,estimate.total.enrolled_in_school.graduate_or_professional_school
B14007F,019E,estimate.total.not_enrolled_in_school
B14007G,001E,estimate.total
B14007G,002E,estimate.total.enrolled_in_school
B14007G,004E,estimate.total.enrolled_in_school.enrolled_in_kindergarten
B14007G,005E,estimate.total.enrolled_in_school.enrolled_in_grade_1
B14007G,006E,estimate.total.enrolled_in_school.enrolled_in_grade_2
B14007G,007E,estimate.total.enrolled_in_school.enrolled_in_grade_3
B14007G,008E,estimate.total.enrolled_in_school.enrolled_in_grade_4
B14007G,009E,estimate.total.enrolled_in_school.enrolled_in_grade_5
B14007G,010E,estimate.total.enrolled_in_school.enrolled_in_grade_6
B14007G,011E,estimate.total.enrolled_in_school.enrolled_in_grade_7
B14007G,012E,estimate.total.enrolled_in_school.enrolled_in_grade_8
B14007G,013E,estimate.total.enrolled_in_school.enrolled_in_grade_9
B14007G,014E,estimate.total.enrolled_in_school.enrolled_in_grade_10
B14007G,015E,estimate.total.enrolled_in_school.enrolled_in_grade_11
B14007G,016E,estimate.total.enrolled_in_school.enrolled_in_grade_12
B14007G,018E,estimate.total.enrolled_in_school.graduate_or_professional_school
B14007G,019E,estimate.total.not_enrolled_in_school
B14007H,001E,estimate.total
B14007H,002E,estimate.total.enrolled_in_school
B14007H,004E,estimate.total.enrolled_in_school.enrolled_in_kindergarten
B14007H,005E,estimate.total.enrolled_in_school.enrolled_in_grade_1
B14007H,006E,estimate.total.enrolled_in_school.enrolled_in_grade_2
B14007H,007E,estimate.total.enrolled_in_school.enrolled_in_grade_3
B14007H,008E,estimate.total.enrolled_in_school.enrolled_in_grade_4
B14007H,009E,estimate.total.enrolled_in_school.enrolled_in_grade_5
B14007H,010E,estimate.total.enrolled_in_school.enrolled_in_grade_6
B14007H,011E,estimate.total.enrolled_in_school.enrolled_in_grade_7
B14007H,012E,estimate.total.enrolled_in_school.enrolled_in_grade_8
B14007H,013E,estimate.total.enrolled_in_school.enrolled_in_grade_9
B14007H,014E,estimate.total.enrolled_in_school.enrolled_in_grade_10
B14007H,015E,estimate.total.enrolled_in_school.enrolled_in_grade_11
B14007H,016E,estimate.total.enrolled_in_school.enrolled_in_grade_12
B14007H,018E,estimate.total.enrolled_in_school.graduate_or_professional_school
B14007H,019E,estimate.total.not_enrolled_in_school
B14007I,001E,estimate.total
B14007I,002E,estimate.total.enrolled_in_school
B14007I,004E,estimate.total.enrolled_in_school.enrolled_in_kindergarten
B14007I,005E,estimate.total.enrolled_in_school.enrolled_in_grade_1
B14007I,006E,estimate.total.enrolled_in_school.enrolled_in_grade_2
B14007I,007E,estimate.total.enrolled_in_school.enrolled_in_grade_3
B14007I,008E,estimate.total.enrolled_in_school.enrolled_in_grade_4
B14007I,009E,estimate.total.enrolled_in_school.enrolled_in_grade_5
B14007I,010E,estimate.total.enrolled_in_school.enrolled_in_grade_6
B14007I,011E,estimate.total.enrolled_in_school.enrolled_in_grade_7
B14007I,012E,estimate.total.enrolled_in_school.enrolled_in_grade_8
B14007I,013E,estimate.total.enrolled_in_school.enrolled_in_grade_9
B14007I,014E,estimate.total.enrolled_in_school.enrolled_in_grade_10
B14007I,015E,estimate.total.enrolled_in_school.enrolled_in_grade_11
B14007I,016E,estimate.total.enrolled_in_school.enrolled_in_grade_12
B14007I,018E,estimate.total.enrolled_in_school.graduate_or_professional_school
B14007I,019E,estimate.total.not_enrolled_in_school
B15001,001E,estimate.total
B15001,002E,estimate.total.male
B15001,003E,estimate.total.male.18_to_24_years
B15001,004E,estimate.total.male.18_to_24_years.less_than_9th_grade
B15001,010E,estimate.total.male.18_to_24_years.graduate_or_professional_degree
B15001,011E,estimate.total.male.25_to_34_years
B15001,012E,estimate.total.male.25_to_34_years.less_than_9th_grade
B15001,018E,estimate.total.male.25_to_34_years.graduate_or_professional_degree
B15001,019E,estimate.total.male.35_to_44_years
B15001,020E,estimate.total.male.35_to_44_years.less_than_9th_grade
B15001,026E,estimate.total.male.35_to_44_years.graduate_or_professional_degree
B15001,027E,estimate.total.male.45_to_64_years
B15001,028E,estimate.total.male.45_to_64_years.less_than_9th_grade
B15001,034E,estimate.total.male.45_to_64_years.graduate_or_professional_degree
B15001,035E,estimate.total.male.65_years_and_over
B15001,036E,estimate.total.male.65_years_and_over.less_than_9th_grade
B15001,042E,estimate.total.male.65_years_and_over.graduate_or_professional_degree
B15001,043E,estimate.total.female
B15001,044E,estimate.total.female.18_to_24_years
B15001,045E,estimate.total.female.18_to_24_years.less_than_9th_grade
B15001,051E,estimate.total.female.18_to_24_years.graduate_or_professional_degree
B15001,052E,estimate.total.female.25_to_34_years
B15001,053E,estimate.total.female.25_to_34_years.less_than_9th_grade
B15001,059E,estimate.total.female.25_to_34_years.graduate_or_professional_degree
B15001,060E,estimate.total.female.35_to_44_years
B15001,061E,estimate.total.female.35_to_44_years.less_than_9th_grade
B15001,067E,estimate.total.female.35_to_44_years.graduate_or_professional_degree
B15001,068E,estimate.total.female.45_to_64_years
B15001,069E,estimate.total.female.45_to_64_years.less_than_9th_grade
B15001,075E,estimate.total.female.45_to_64_years.graduate_or_professional_degree
B15001,076E,estimate.total.female.65_years_and_over
B15001,077E,estimate.total.female.65_years_and_over.less_than_9th_grade
B15001,083E,estimate.total.female.65_years_and_over.graduate_or_professional_degree
B15002,001E,estimate.total
B15002,002E,estimate.total.male
B15002,003E,estimate.total.male.no_schooling_completed
B15002,004E,estimate.total.male.nursery_to_4th_grade
B15002,005E,estimate.total.male.5th_and_6th_grade
B15002,006E,estimate.total.male.7th_and_8th_grade
B15002,007E,estimate.total.male.9th_grade
B15002,008E,estimate.total.male.10th_grade
B15002,009E,estimate.total.male.11th_grade
B15002,017E,estimate.total.male.professional_school_degree
B15002,018E,estimate.total.male.doctorate_degree
B15002,019E,estimate.total.female
B15002,020E,estimate.total.female.no_schooling_completed
B15002,021E,estimate.total.female.nursery_to_4th_grade
B15002,022E,estimate.total.female.5th_and_6th_grade
B15002,023E,estimate.total.female.7th_and_8th_grade
B15002,024E,estimate.total.female.9th_grade
B15002,025E,estimate.total.female.10th_grade
B15002,026E,estimate.total.female.11th_grade
B15002,034E,estimate.total.female.professional_school_degree
B15002,035E,estimate.total.female.doctorate_degree
B15003,001E,estimate.total
B15003,002E,estimate.total.no_schooling_completed
B15003,003E,estimate.total.nursery_school
B15003,004E,estimate.total.kindergarten
B15003,005E,estimate.total.1st_grade
B15003,006E,estimate.total.2nd_grade
B15003,007E,estimate.total.3rd_grade
B15003,008E,estimate.total.4th_grade
B15003,009E,estimate.total.5th_grade
B15003,010E,estimate.total.6th_grade
B15003,011E,estimate.total.7th_grade
B15003,012E,estimate.total.8th_grade
B15003,013E,estimate.total.9th_grade
B15003,014E,estimate.total.10th_grade
B15003,015E,estimate.total.11th_grade
B15003,017E,estimate.total.regular_high_school_diploma
B15003,018E,estimate.total.ged_or_alternative_credential
B15003,024E,estimate.total.professional_school_degree
B15003,025E,estimate.total.doctorate_degree
B15011,001E,estimate.total
B15011,002E,estimate.total.male
B15011,003E,estimate.total.male.25_to_39_years
B15011,004E,estimate.total.male.25_to_39_years.science_and_engineering
B15011,005E,estimate.total.male.25_to_39_years.science_and_engineering_related_fields
B15011,006E,estimate.total.male.25_to_39_years.business
B15011,007E,estimate.total.male.25_to_39_years.education
B15011,009E,estimate.total.male.40_to_64_years
B15011,010E,estimate.total.male.40_to_64_years.science_and_engineering
B15011,011E,estimate.total.male.40_to_64_years.science_and_engineering_related_fields
B15011,012E,estimate.total.male.40_to_64_years.business
B15011,013E,estimate.total.male.40_to_64_years.education
